	t   Signal1 Signal2 Signal3 Signal4														
	0	4.8743	0.0156	2.2766	-10.7119														
	0.1	-7.917	-3.6255	-0.5306	6.4518														
	0.2	-0.5179	4.7386	0.2993	-13.3933														
	0.3	12.1612	5.564	8.3508	21.6171														
	0.4	6.6881	13.2873	10.4867	21.3722														
	0.5	5.2724	8.1471	5.7849	9.8332														
	0.6	7.0754	13.4933	18.0166	15.3867														
	0.7	17.3397	7.3367	14.9271	10.0994														
	0.8	21.0968	20.6196	15.9133	11.0279														
	0.9	22.1649	28.8839	18.0791	20.3444														
	1	16.6789	13.2786	23.5261	34.0733														
	1.1	19.9666	20.4412	23.06	25.7492														
	1.2	28.3618	18.4072	27.6686	28.3397														
	1.3	27.5213	30.9451	27.8299	24.1851														
	1.4	32.7435	33.471	29.5236	23.0827														
	1.5	32.7951	32.7155	33.6842	18.5668														
	1.6	26.2399	29.0043	30.5506	28.2507														
	1.7	31.6284	26.9042	26.1828	42.3383														
	1.8	25.9924	31.1455	33.5834	22.341														
	1.9	25.8945	36.7327	39.2955	49.3847														
	2	27.0257	36.8986	23.8532	54.2507														
	2.1	26.2183	35.7679	26.389	35.0002														
	2.2	41.1648	44.66	36.3221	36.8926														
	2.3	42.6864	38.0808	33.1191	45.5852														
	2.4	38.9047	34.2101	33.2068	21.5813														
	2.5	39.6107	33.3075	37.1606	55.5929														
	2.6	37.8113	30.635	36.69	49.245														
	2.7	33.4827	37.1846	23.6755	30.5341														
	2.8	35.9174	52.1385	33.8586	28.4136														
	2.9	37.6681	48.4757	35.0889	65.0648														
	3	36.8039	39.0669	35.9365	26.9824														
	3.1	40.8668	54.1568	37.3944	47.3712														
	3.2	47.5346	41.086	32.6425	51.1491														
	3.3	38.3328	39.7543	33.1578	41.0437														
	3.4	39.977	54.2534	37.4245	30.5526														
	3.5	49.1037	52.465	35.3619	17.5807														
	3.6	48.4503	39.386	39.8556	31.3114														
	3.7	35.8099	43.5823	37.3151	40.4122														
	3.8	49.1723	39.8609	39.7319	40.3147														
	3.9	48.7205	47.4237	37.2114	27.5417														
	4	50.4053	36.1242	42.8295	34.6777														
	4.1	44.62	47.4139	42.9178	52.1702														
	4.2	47.1219	41.8918	41.8566	29.9591														
	4.3	41.1902	49.7505	39.4387	49.1648														
	4.4	44.3551	48.456	39.7846	23.0116														
	4.5	43.0375	47.1862	43.2924	73.1538														
	4.6	52.3987	51.4518	45.6977	41.7524														
	4.7	50.5551	53.2431	50.2245	45.5968														
	4.8	46.2713	45.2344	56.9736	53.5865														
	4.9	51.083	53.2611	61.592	23.5439														
	5	40.9913	51.9555	59.7179	44.9671														
	5.1	40.173	59.507	54.7779	39.0369														
	5.2	60.1616	52.4949	57.7939	75.569														
	5.3	46.2423	37.5329	67.1238	39.9816														
	5.4	45.9832	52.2866	60.373	50.5469														
	5.5	60.8869	47.8687	68.195	59.5508														
	5.6	56.3422	52.8165	76.2934	43.6025														
	5.7	59.6937	57.0702	70.2951	59.2958														
	5.8	57.145	55.4638	70.6132	43.9292														
	5.9	63.6015	56.2472	63.342	49.3061														
	6	68.0522	69.3952	77.997	61.641														
	6.1	71.8518	62.6135	84.071	32.0592														
	6.2	68.9234	58.2481	81.0142	64.5506														
	6.3	65.8198	59.8364	79.0611	74.3589														
	6.4	65.9898	61.0962	88.3564	49.3339														
	6.5	75.8854	70.7973	84.5927	66.9407														
	6.6	78.182	54.8427	90.3748	77.5879														
	6.7	80.9048	79.4328	79.9179	76.1192														
	6.8	70.3734	70.6249	81.9925	78.2341														
	6.9	75.9711	78.1306	79.6882	66.7532														
	7	79.2509	75.2895	88.4188	64.3187														
	7.1	73.0806	82.6316	88.6021	72.9109														
	7.2	85.338	88.1069	88.2429	86.0818														
	7.3	83.756	77.9789	85.5659	87.4312														
	7.4	72.3014	80.4873	86.8092	87.5893														
	7.5	83.8645	84.5747	88.2738	71.1763														
	7.6	88.4212	93.1669	80.6501	73.495														
	7.7	92.9426	85.4947	79.2744	91.2661														
	7.8	92.5167	95.9196	78.3923	80.9312														
	7.9	97.5021	90.3676	84.662	82.7979														
	8	90.0171	82.7875	82.1977	88.1914														
	8.1	86.9157	95.508	74.6569	99.8613														
	8.2	106.3914	90.7998	86.5804	101.3695														
	8.3	94.1664	87.4497	83.2694	97.854														
	8.4	90.3907	99.6341	85.4716	80.1597														
	8.5	100.7998	98.5472	80.6294	77.8752														
	8.6	107.6309	100.0775	79.1898	91.9645														
	8.7	99.9255	96.6319	73.1404	81.3932														
	8.8	106.0947	99.528	82.8163	113.8253														
	8.9	95.2002	109.5368	73.8217	92.2876														
	9	98.9179	88.027	90.1163	103.6873														
	9.1	98.6542	114.6653	88.2415	106.4004														
	9.2	104.9886	96.6127	79.989	109.6414														
	9.3	98.6623	82.4891	84.8644	90.5887														
	9.4	103.9882	113.1212	82.9987	101.7065														
	9.5	106.6697	105.5121	79.7297	95.5999														
	9.6	101.8096	96.9362	87.0365	94.7633														
	9.7	97.1798	105.6109	90.8428	104.4069														
	9.8	101.8558	112.7992	94.7249	102.5583														
	9.9	98.7704	99.5832	86.6148	99.3685														
	10	99.1611	90.7683	91.8478	72.1403														
	10.1	98.2205	95.1957	96.0026	94.5646														
	10.2	88.1464	107.2315	98.0453	94.1479														
	10.3	105.5726	103.9523	96.782	89.9746														
	10.4	95.065	95.9203	99.1873	95.6554														
	10.5	101.7744	99.1324	102.3788	106.9105														
	10.6	99.5744	99.2151	104.3734	87.4591														
	10.7	99.0003	101.3642	108.057	95.147														
	10.8	95.2677	96.7135	104.5252	98.1112														
	10.9	91.7639	102.2074	107.7032	92.6468														
	11	93.8282	89.5205	111.4079	102.6752														
	11.1	89.4381	87.529	108.6113	99.2984														
	11.2	87.4557	98.5987	106.4332	105.1038														
	11.3	91.2492	85.0662	102.5285	86.8841														
